"ID","Y","X"
15014829,-8.276508,43.354424
15014881,-8.2529745,43.356087
15014957,-8.072328,43.534817
15015238,-8.816877,43.03364
15015241,-8.802897,43.03333
15015366,-8.520126,42.885746
15015378,-8.541177,42.878693
15015421,-8.533955,42.88441
15015469,-8.541162,42.886806
15015482,-8.54062,42.8802
15015494,-8.542613,42.880108
15015524,-8.535002,42.880436
15015548,-8.557563,42.870182
15015551,-8.5431,42.876316
15015561,-8.53606,42.85189
15015597,-8.556981,42.87208
15015603,-8.541475,42.88375
15015627,-8.547108,42.87183
15015652,-9.015663,42.797535
15015676,-8.542593,42.885765
15015688,-8.55041,42.881847
15015743,-8.552691,42.878258
15015755,-8.546718,42.877575
15015767,-8.555981,42.870987
15015779,-8.543435,42.877968
15015780,-8.536502,42.876774
15015834,-8.540342,42.881073
15015861,-8.554419,42.87106
15015998,-8.541182,42.866955
15016000,-8.535134,42.859825
15016012,-8.55654,42.867577
15016085,-8.483056,42.92751
15016221,-8.589599,42.866367
15016267,-8.51247,42.83583
15016292,-8.440669,42.901726
15016449,-8.601979,42.87094
15016450,-8.039268,42.84508
15016784,-8.026902,43.03919
15017041,-8.5949545,42.82712
15017107,-8.548202,42.797764
15017314,-7.973463,42.968235
15017880,-8.302834,42.86715
15018148,-8.136974,43.61219
15018203,-8.662055,43.025013
15018343,-8.6516695,42.962124
15018471,-8.425551,42.773235
15018801,-8.116569,43.343903
15018938,-9.093632,43.137604
15018987,-9.003817,43.13723
15019086,-8.959065,43.149273
15019281,-8.917638,43.10595
15019301,-8.764242,42.960224
15019311,-8.42521,43.359566
15019323,-8.411252,43.344715
15019347,-8.364193,42.907944
15019359,-8.527109,42.887012
15019372,-9.035266,43.110863
15019499,-8.176961,43.51235
15019542,-8.638422,42.85296
15019608,-8.317513,43.298077
15020313,-8.160964,42.937325
15020374,-8.668693,42.749313
15020431,-8.487008,43.31036
15020489,-8.412417,43.31704
15020544,-7.8548384,43.68618
15020556,-8.167198,43.40607
15020568,-8.4066925,43.360394
15020611,-8.322895,42.95757
15020659,-8.643236,42.879627
15020672,-8.546583,43.286743
15020714,-8.540749,43.262825
15020775,-8.572395,43.3035
15020842,-9.008827,43.187782
15020854,-8.241039,43.086224
15020911,-8.483543,42.773907
15020921,-8.104906,43.051502
15020933,-8.465242,43.33014
15020969,-8.062839,43.435547
15020970,-8.5670185,43.155277
15020982,-8.1893425,43.464104
15020994,-8.517731,43.02503
15021056,-8.649641,42.742542
15021160,-9.039077,43.178463
15021214,-9.001037,42.7869
15021299,-9.112708,43.11383
15021317,-8.552492,43.08812
15021354,-8.6963005,43.21785
15021469,-8.215303,43.51143
15021470,-8.239638,43.487457
15021482,-8.547453,42.878563
15021500,-8.892178,42.643517
15021524,-8.696205,43.209293
15021536,-8.403779,43.38046
15021548,-8.388421,43.351402
15021603,-8.194442,43.326958
15021627,-8.427211,43.375645
15021721,-8.4015045,43.37504
15021731,-9.003876,42.551514
15021755,-7.8785224,43.73842
15021767,-7.8535857,43.461285
15021779,-8.023169,43.19061
15021780,-8.200758,43.171375
15021792,-8.410528,43.347496
15021809,-8.381417,43.314823
15021810,-9.116569,43.00892
15021834,-8.206653,43.483322
15021846,-8.216094,43.500694
15021858,-8.234349,43.489998
15021861,-8.789665,43.266342
15021883,-8.54292,42.891018
15021925,-8.9392605,42.605015
15021950,-8.292475,43.341095
15021974,-8.751426,43.187775
15021986,-8.414769,43.34695
15022000,-8.430639,43.3072
15022085,-8.8863945,42.678844
15022127,-9.173918,42.94885
15022139,-9.191077,42.99592
15022152,-8.166299,43.250286
15022310,-8.196226,43.49338
15022322,-8.648444,42.778763
15022498,-8.425461,43.318974
15022577,-8.128665,43.502613
15022589,-8.533518,42.861423
15022590,-8.603611,42.879242
15022607,-8.408693,43.382893
15022620,-8.147864,43.119564
15022826,-8.77844,42.916134
15022981,-8.170771,43.470665
15023041,-8.481767,43.32919
15023053,-8.356813,43.31283
15023065,-8.36221,43.28718
15023077,-8.626928,43.193256
15023089,-8.334755,43.369965
15023090,-8.662155,42.735424
15023120,-8.541585,42.881924
15023132,-8.423161,43.370686
15023223,-8.173037,43.33986
15023302,-8.509539,43.309734
15023314,-8.510397,43.31208
15023338,-8.893068,42.642673
15023341,-8.874979,42.619797
15023363,-8.43057,43.32187
15023375,-8.417498,43.34963
15023399,-8.709702,42.717476
15023405,-8.171633,43.477863
15023417,-8.9262495,42.625397
15023430,-8.825086,42.682426
15023466,-8.524084,42.854702
15023508,-8.204582,43.49744
15023727,-9.058919,42.773674
15023740,-8.20205,43.50064
15023910,-8.006281,42.91674
15024045,-8.137906,43.29487
15024112,-8.514682,42.853073
15024215,-8.163167,43.247227
15024227,-8.231474,43.509026
15024239,-9.190584,43.08109
15024513,-8.412233,43.338642
15024756,-9.027886,42.62041
15024771,-9.01192,42.544987
15024884,-8.41078,43.31477
15024896,-8.712898,43.28482
15024902,-8.409513,43.35166
15024938,-8.221127,43.482826
15024941,-8.267684,43.494503
15024951,-9.084971,42.76534
15024963,-8.166012,43.387577
15024975,-8.551851,42.879578
15025025,-8.402438,43.35205
15025037,-8.4184885,43.357193
15025050,-8.363434,43.3355
15025062,-8.949996,42.758263
15025074,-7.941581,43.534332
15025116,-8.567253,42.86007
15025220,-8.588841,42.85087
15025244,-8.4090185,43.345894
15025256,-8.556235,43.250202
15025268,-8.18901,43.51464
15025281,-9.0485935,42.587135
15025301,-8.534361,42.8929
15025347,-8.536143,42.862442
15025359,-8.214275,43.510372
15025487,-8.412578,43.079655
15025530,-8.928558,42.59587
15025542,-9.032998,42.638462
15025554,-8.319403,43.274956
15025566,-8.244617,43.480488
15025581,-8.544368,42.838814
15025611,-8.394198,43.350418
15025621,-8.423923,43.370552
15025633,-8.190189,43.44978
15025645,-8.204942,43.48311
15025657,-8.261354,43.458893
15025670,-8.342604,43.3472
15025682,-8.16811,43.406437
15025694,-7.854728,43.459557
15025712,-8.530136,42.881245
15025724,-8.538406,42.843174
15025751,-8.209174,43.485493
15025827,-8.418067,43.362835
15026029,-8.255314,43.346786
15026030,-8.816558,43.03502
15026111,-8.16472,43.530693
15026121,-8.372735,43.336914
15026169,-8.573377,42.82551
15026194,-7.844976,43.45031
15026236,-8.92445,42.619255
15026352,-8.677665,42.862446
15026376,-8.047238,43.657467
15026388,-9.062742,42.788845
15026391,-8.732779,42.912968
15026406,-8.891244,43.240124
15026418,-9.042129,43.10427
15026421,-8.424078,43.3689
15026455,-8.18601,43.514427
15026492,-8.423391,43.368923
15026509,-8.184914,43.598408
15026546,-8.22964,43.485313
15026637,-8.654732,42.91031
15026649,-8.939814,42.609604
15026650,-8.211901,43.282352
15026662,-8.695722,43.211384
15026698,-8.882314,42.656757
15026704,-8.354805,43.28671
15026716,-8.396291,43.38317
15026728,-8.36507,43.316315
15026731,-8.887714,42.787224
15026741,-7.862783,43.45081
15026753,-8.546486,42.86785
15026765,-8.817515,43.32086
15026777,-8.747264,43.061817
15026789,-9.023679,43.02998
15026807,-8.808031,42.65336
15026947,-8.425463,43.318947
15026960,-8.2162285,43.48912
15027010,-8.397063,43.370968
15027022,-8.891314,42.77871
15027046,-8.536361,42.86198
15027058,-8.523109,42.886105
15027125,-8.285016,43.202614
15027149,-8.860817,42.673
15027162,-8.014419,42.916096
15027216,-8.150991,43.513885
15027228,-8.351476,43.339947
15027241,-8.398034,43.3488
15027253,-8.371925,43.312576
15027307,-8.69084,43.221916
15027319,-8.540165,42.87447
15027332,-8.523638,42.884575
15027368,-8.956625,43.14454
15027381,-8.661486,42.739326
15027393,-8.688925,43.205555
15027401,-8.793674,42.679123
15027411,-8.555699,42.819927
15027423,-8.546233,42.87123
15027447,-8.550657,42.874672
15027484,-8.536125,42.851418
15027496,-8.407884,43.36717
15027502,-8.556718,42.8849
15027514,-8.948085,42.75838
15027526,-8.017841,42.908478
15027551,-8.793144,42.67756
15027575,-8.542236,42.875984
15027587,-8.168024,42.928165
15027605,-9.135889,42.89351
15027617,-8.21067,43.48465
15027629,-8.540172,42.844822
15027654,-8.584152,43.24661
15027666,-9.188625,42.9543
15027678,-7.8604817,43.44865
15027691,-8.990914,42.731667
15027708,-8.378588,43.320606
15027711,-9.005892,42.553886
15027721,-8.658323,42.86812
15027733,-8.155364,42.929825
15027745,-8.587956,42.876465
15027757,-8.406593,43.330467
15027769,-8.5931225,42.82535
15027770,-8.41622,43.34991
15027782,-8.403119,43.074024
15027800,-8.413854,43.338238
15027812,-8.980079,42.56958
15027824,-8.099284,42.873802
15027848,-8.901157,43.24367
15027851,-8.886287,42.644093
15027861,-9.110176,43.14338
15027873,-8.356079,43.30137
15027885,-9.083702,42.833126
15027897,-8.415876,43.362698
15027903,-8.379449,43.318295
15027915,-9.269669,42.913567
15027927,-9.217341,43.102207
15027939,-8.41351,43.069496
15027940,-9.06304,42.79066
15027952,-8.320094,43.330814
15027964,-8.435302,42.969986
15027976,-8.912231,42.843327
15027988,-8.39826,43.376404
15028002,-8.597716,42.74944
15028038,-8.244199,43.499218
15032005,-8.4084635,43.359314
15032066,-8.550999,42.875103
15032078,-8.168056,42.928196
15032081,-8.183763,43.461468
15032091,-8.063562,43.431355
15032108,-8.365198,43.316334
15032111,-8.542413,42.88002
15032133,-7.851019,43.687252
15032145,-8.463442,43.33369
15032157,-8.402848,43.321484
15032169,-8.418701,43.362816
15032182,-8.365149,43.335457
15032194,-8.543636,42.8928
15032200,-8.994745,42.557198
15032224,-8.600529,42.846436
15032236,-8.534881,42.883076
15032248,-8.488683,43.318665
15032251,-8.687846,43.219334
15032261,-8.410812,43.07817
15032273,-8.759016,42.96135
15032297,-8.402049,43.341507
15032303,-8.422008,43.370594
15032315,-8.535808,42.885365
15032327,-8.557499,42.88469
15032340,-8.554934,42.865795
15032364,-8.511191,42.90012
15032376,-8.477259,43.31625
15032388,-8.887521,42.785046
15032391,-8.556439,42.885555
15032418,-8.532071,42.88661
15032426,-8.355354,43.31974
15032431,-8.425544,43.36226
15032479,-8.930229,43.218987
15032480,-8.367703,43.308346
15032492,-8.722651,42.713543
15032509,-8.401927,42.99024
15032510,-8.6927805,42.763622
15032522,-8.5352335,42.88198
15032534,-8.283775,43.25067
15032546,-8.401858,43.341766
15032558,-8.567234,42.86007
15032561,-8.233797,43.3199
15032571,-8.468843,42.798553
15032595,-8.415406,43.367973
15032601,-8.252002,43.355564
15032613,-8.406272,43.37704
15032625,-8.642227,42.84386
15032637,-9.058335,42.773792
15032649,-8.579979,42.84677
15032650,-7.987983,43.157578
15032662,-8.292017,43.3496
15032674,-9.007947,42.608303
15032686,-8.291009,43.349953
15032698,-8.40298,43.341312
15032716,-8.508568,43.308693
15032728,-8.547809,42.8682
15032731,-8.407623,43.363136
15032741,-8.277425,43.242104
15032753,-8.67825,42.865856
15032765,-8.254341,43.455887
15032777,-8.262341,43.475533
15032789,-8.214726,43.48385
15032790,-8.353478,43.32407
15032807,-8.582285,42.845753
15032819,-8.552709,42.840073
15032820,-8.402281,43.341568
15032832,-8.244673,43.25886
15032844,-8.86589,42.78526
15032856,-8.363755,43.28811
15032868,-8.441559,42.97166
15032871,-8.219176,43.487232
15032893,-8.395503,43.35528
15032901,-8.541788,42.883236
15032911,-8.334911,43.312626
15032923,-9.037006,43.18049
15032935,-8.376145,43.312843
15032947,-8.414035,43.365078
15032959,-8.354833,43.225018
15032960,-8.394606,43.340626
15032972,-8.441785,42.968853
15032984,-8.406529,43.323864
15033009,-8.891812,43.240665
15033010,-8.430065,43.352467
15033022,-8.401841,43.3414
15033034,-8.535651,42.851624
15033046,-8.5370455,42.871773
15033058,-8.544981,42.81659
15033061,-8.544077,42.864014
15033071,-8.677502,43.196033
15033083,-8.818384,42.65265
15033095,-8.420665,43.35185
15033101,-8.906241,42.8406
15033113,-8.629151,42.869995
15033125,-8.40076,43.354404
15033137,-8.406058,43.32071
15033149,-8.376285,43.312283
15033150,-8.529286,42.89081
15033162,-8.736795,42.909138
15033174,-8.420203,43.30552
15033186,-8.542165,42.875977
15033198,-8.747868,43.181217
15033204,-8.413181,43.36643
15033216,-8.123106,43.49606
15033228,0.0,0.0
15033231,0.0,0.0
